Student_ID,Name,Electronics,Programming,Database,Data Science,Mathematics,DSA
2057,Darika Palla,53,64,76,78,57,32
2058,Deepa Handa,88,44,93,77,81,32
2059,Aarini Palla,87,70,91,53,42,65
2060,Manbir Khurana,58,74,59,71,31,40
2061,Vinaya Mishra,34,77,46,75,97,73
2062,Quincy Sastry,94,86,58,33,37,42
2063,Nachiket Hans,39,87,42,39,42,38
2064,Warhi Jaggi,62,96,92,85,58,68
2065,Chandran Bhat,71,44,92,84,75,47
2066,Mitesh Subramanian,32,78,69,39,49,43
2067,Yatin Nair,41,50,46,45,76,57
2068,Fitan Gola,80,93,71,43,91,43
2069,Madhav Oak,38,44,42,98,49,46
2070,Ishaan Mangat,44,54,75,79,65,83
2071,Gauri Sawhney,40,85,62,67,87,50
2072,Raksha Dasgupta,76,44,61,33,70,97
2073,Utkarsh Goswami,65,74,50,64,43,49
2074,Jatin Nagarajan,31,84,52,99,42,59
2075,Edhitha Prashad,96,66,62,42,37,60
2076,Saumya Samra,68,47,32,51,66,97
2077,Rachita Merchant,93,92,99,87,59,35
2078,Qushi Shenoy,37,67,47,69,48,33
2079,Janaki Mutti,78,89,75,88,36,71
2080,Sanya Singhal,31,85,84,57,85,90
2081,Waida Mani,36,32,80,48,51,71
2082,Manan Prashad,84,93,79,81,48,54
2083,Janya Goyal,79,52,58,78,55,94
2084,Waida Kuruvilla,64,59,69,54,84,98
2085,Jatin Mander,37,61,98,59,42,67
2086,Xiti Dar,30,38,32,61,85,71
2087,Aarav Nagi,48,55,88,96,48,89
2088,Aarush Devi,74,31,31,47,90,70
2089,Urvi Aggarwal,74,64,36,40,73,64
2090,Vansha Lal,70,83,39,74,54,41
2091,Gavin Parekh,85,35,73,96,74,36
2092,Bakhshi Khare,46,33,82,95,82,82
2093,Vasana Mani,77,85,83,82,51,40
2094,Yoshita Narang,41,74,71,89,45,93
2095,Zayan Lad,94,95,57,38,85,76
2096,Charvi Konda,62,75,40,76,43,79
2097,Vihaan Dhillon,99,67,48,30,44,80
2098,Sudiksha Nori,74,89,77,62,98,39
2099,Madhav Date,78,50,46,54,63,74
2100,Anvi Bansal,77,77,41,84,38,79
2101,Baghyawati Oza,97,65,48,98,58,93
2102,Libni Padmanabhan,41,57,66,59,47,56
2103,Vinaya Pau,99,59,61,70,56,51
2104,Oviya Sachar,89,36,90,88,89,91
2105,Lopa Sandal,42,55,47,89,49,79
2106,Nidhi Jha,67,36,35,53,48,45
2107,Ganga Dhillon,41,54,49,62,49,97
2108,Bhavya Radhakrishnan,33,41,81,42,43,89
2109,Sanaya Sastry,76,52,45,51,67,57
2110,Falan Muni,41,51,66,34,39,59
2111,Vinaya Tak,95,33,63,40,88,70
2112,Saanvi Singhal,80,94,95,41,93,64
2113,Aryan Keer,54,64,88,70,67,92
2114,Upma Verma,65,37,85,89,53,34
2115,Lakshit Rajagopal,47,30,71,69,97,84
2116,Ikshita Chowdhury,68,88,49,45,95,91
2117,Chaitanya Bedi,47,40,76,77,80,94
2118,Ekaja Karpe,70,47,62,54,85,74
2119,Pavani Chaudhari,65,98,96,83,42,36
2120,Anika Shan,55,99,69,99,55,75
2121,Riya Goda,94,84,96,84,77,63
2122,Mohini Shukla,67,85,53,65,88,51
2123,Aarav Sibal,94,46,30,34,87,77
2124,Hemani Raval,72,68,52,31,67,44
2125,Amol Balan,78,43,48,72,84,96
2126,Ansh Sur,74,49,49,35,72,70
2127,Bachittar Subramaniam,77,66,43,42,43,88
2128,Jagdish Samra,43,73,83,73,48,53
2129,Azad Cheema,45,42,80,75,81,39
2130,Radha Sankaran,72,32,57,38,54,43
2131,Ishita Dave,41,83,89,85,97,64
2132,Raagini Nigam,32,33,39,48,69,93
2133,Vivaan Parmar,38,56,74,86,36,41
2134,Kiaan Shankar,77,59,54,93,73,77
2135,Yash Bali,84,95,39,77,78,92
2136,Zaitra Pradhan,49,71,88,96,53,98
2137,Utkarsh Brar,83,37,77,52,31,74
2138,Rehaan Sridhar,90,58,59,72,87,97
2139,Ayush Natt,41,44,36,57,44,71
2140,Unni Choudhury,67,86,67,99,38,33
2141,Zayan Padmanabhan,47,32,81,47,70,89
2142,Jeremiah Samra,41,68,83,53,67,34
2143,Gaurika Pingle,84,53,89,72,46,86
2144,Indali Tella,89,90,56,35,69,49
2145,Xiti Deol,51,53,58,58,78,51
2146,Gabriel Shetty,89,98,44,70,55,74
2147,Harshil Bhatti,81,41,94,40,43,42
2148,Qushi Mall,31,67,44,53,37,34
2149,Bhavya Narayan,60,81,44,77,30,33
2150,Brijesh Randhawa,90,45,34,84,60,30
2151,Omaja Toor,55,74,80,65,75,49
2152,Arunima Choudhury,83,93,75,40,55,39
2153,Maanav Srinivasan,99,90,95,38,89,42
2154,Dakshesh Sahni,67,32,92,80,53,58
2155,Caleb Bal,37,83,38,49,93,42
2156,Praneel Sharaf,67,49,63,40,43,76
2157,Joshua Puri,32,71,32,69,52,56
2158,Ojasvi Ravi,76,52,85,75,39,92
2159,Aarush Rana,94,95,36,78,69,80
2160,Nitesh Rout,42,97,90,98,39,72
2161,Aahana Devi,37,65,95,81,41,74
2162,Orinder Nori,40,68,80,50,50,87
2163,Darika Bhavsar,71,62,90,51,91,59
2164,Lekha Banerjee,69,33,31,93,87,34
2165,Eshana Krish,37,92,78,33,98,72
2166,Manbir Sachdeva,30,78,86,64,47,87
2167,Aarnav Mukherjee,92,37,72,50,47,39
2168,Laban Deol,30,39,81,70,71,55
2169,Samar Bala,96,98,64,65,98,65
2170,Tripti Mane,90,37,52,55,42,34
2171,Shravya Brahmbhatt,32,94,89,90,54,67
2172,Warjas Bhargava,69,89,71,81,66,97
2173,Samuel Deshmukh,67,76,75,64,54,74
2174,Brijesh Palan,81,41,44,63,42,59
2175,Bakhshi Rattan,49,39,76,46,47,38
2176,Guneet Ramachandran,44,33,65,63,46,79
2177,Nakul Master,91,89,58,41,51,49
2178,Manthan Gour,77,53,87,96,98,61
2179,Raagini Bhargava,84,96,71,59,57,31
2180,Balhaar Gola,68,39,68,58,57,88
2181,Manan Chahal,41,61,74,34,94,50
2182,Idika Mohanty,93,42,37,59,43,44
2183,Warda Kapadia,92,80,66,52,32,48
2184,Jacob Gala,43,86,80,77,54,94
2185,Hamsini Solanki,68,77,63,87,94,52
2186,Yoshita Murthy,79,55,35,78,85,63
2187,Chatura Bava,89,45,69,46,57,69
2188,Mugdha Shukla,72,65,82,88,77,55
2189,Arya Bala,94,34,72,97,30,32
2190,Neel Chahal,89,78,32,99,37,90
2191,Bhavya Manda,72,57,34,32,70,81
2192,Praneel Naidu,32,95,81,50,72,69
2193,Ganga Raval,32,46,81,87,77,63
2194,Chaitanya Chaudhary,76,42,31,83,43,44
2195,Chavvi Dar,41,84,62,44,55,67
2196,Gautami Anne,72,96,43,84,66,68
2197,Pranav Badami,38,54,42,62,84,30
2198,Madhavi Samra,76,87,31,41,85,91
2199,Janani Pandya,59,34,93,60,83,83
2200,Gauri Char,56,98,64,71,81,97
2201,Janani Chandra,87,82,45,34,90,88
2202,Yochana Goyal,43,99,32,73,44,99
2203,Akshay Boase,88,71,97,38,84,32
2204,Xalak Kar,66,63,70,53,75,30
2205,Anirudh Kanda,61,38,78,79,62,82
2206,Hitesh Choudhary,42,65,56,49,73,48
2207,Warjas Singhal,92,63,32,78,81,49
2208,Anmol Gole,55,51,85,67,84,65
2209,Azad Shan,48,93,88,68,77,83
2210,Viraj Dugal,31,40,39,37,78,32
2211,Ekapad Tank,35,92,93,59,86,48
2212,Dayita Kumer,94,54,39,42,78,74
2213,Anya Loyal,76,45,42,30,56,47
2214,Lipika Chakraborty,79,81,59,84,55,71
2215,Yauvani Ramakrishnan,31,74,44,33,43,33
2216,Chasmum Korpal,44,98,90,31,61,74
2217,Ishanvi Chaudry,92,86,38,54,68,32
2218,Yadavi Anand,41,64,76,86,67,99
2219,Jagrati Chahal,34,32,76,64,45,66
2220,Nandini Oza,79,76,82,66,58,81
2221,Omkaar Chander,39,59,99,34,57,49
2222,Libni Bandi,62,42,91,67,60,51
2223,Akshay Saxena,63,30,60,74,95,48
2224,Anya Chandra,82,96,42,38,73,75
2225,Nilima Majumdar,83,83,93,75,63,65
2226,Vasatika Dhar,32,44,55,65,86,89
2227,Caleb Ramakrishnan,47,47,86,50,38,63
2228,Advaith Keer,92,74,89,80,69,50
2229,Mahika Chad,45,39,81,39,66,89
2230,Forum Goswami,84,37,70,47,74,74
2231,Triya Pingle,84,82,85,68,57,41
2232,Anvi Chopra,70,71,48,64,77,65
2233,Tara Ramanathan,36,50,61,73,83,80
2234,Indira Hayer,95,98,93,97,72,69
2235,Advika Sodhi,45,62,54,42,70,66
2236,Indira Ahuja,41,58,79,33,78,46
2237,Rayaan Bobal,35,93,54,75,88,30
2238,Zansi Ramanathan,92,98,82,40,69,36
2239,Max Sibal,46,82,47,71,54,37
2240,Gaurav Bhat,56,57,55,64,65,34
2241,Lucky Bhavsar,69,43,50,46,95,47
2242,Laban Shukla,75,48,69,34,50,59
2243,Amruta Kapur,79,95,39,69,74,90
2244,Nimrat Varty,82,44,34,94,51,36
2245,Raagini Kulkarni,48,67,40,52,76,42
2246,Jacob Jain,53,64,98,48,69,41
2247,Thomas Halder,54,63,42,55,75,40
2248,Warinder Kadakia,38,84,65,47,32,97
2249,Yahvi Balakrishnan,73,56,30,64,87,96
2250,Siya Thakur,61,69,93,37,55,86
2251,Pooja Mittal,61,57,85,53,46,58
2252,Bishakha Babu,37,32,70,58,50,98
2253,Saanvi Wali,88,93,82,82,49,67
2254,Abdul Jha,55,69,57,63,81,72
2255,Caleb Bahri,40,73,99,32,93,86
2256,Theodore Shah,88,67,90,44,50,73
2257,Guneet Krishnan,85,50,63,85,49,45
2258,Turvi Dhillon,40,35,48,84,32,40
2259,Lavanya Zacharia,74,87,94,64,47,37
2260,Aarush Kota,51,38,60,75,78,74
2261,Gauri Dani,90,67,86,40,58,77
2262,Vritti Barad,64,77,95,47,94,71
2263,Shivansh Shroff,54,83,55,76,81,67
2264,Girik Dube,34,82,33,68,45,77
2265,Simon Tank,70,84,36,74,92,97
2266,Gaurangi Kar,52,80,98,82,86,80
2267,Warhi Bhandari,99,62,81,88,39,49
2268,Frado Chowdhury,56,47,35,62,61,95
2269,Ikshita Kari,58,31,37,77,72,81
2270,Arunima Bose,64,94,75,92,62,73
2271,Pranit Koshy,59,85,73,99,74,57
2272,Elijah Zachariah,94,45,73,55,89,64
2273,Caleb Modi,69,59,96,69,73,79
2274,Tamanna Ahuja,62,62,67,95,96,70
2275,Vansha Wable,36,34,88,65,52,40
2276,Reva Nigam,67,44,31,90,48,46
2277,Raghav Palla,82,33,98,45,33,55
2278,Damyanti Mahajan,56,34,80,97,80,31
2279,Ekanta Dutt,33,38,58,63,46,39
2280,Lipika Sood,89,82,93,38,98,58
2281,Ekapad Subramanian,46,44,76,88,41,65
2282,Widisha Jain,97,91,81,59,93,46
2283,Shivani Mangal,66,58,59,56,83,86
2284,Patrick Jha,78,33,79,71,46,78
2285,Qarin Nori,63,52,95,99,96,69
2286,Atharv Chand,47,51,96,43,82,62
2287,Neelima Mahajan,72,99,97,83,65,54
2288,Jackson Sarraf,92,77,89,89,81,44
2289,Madhav Goel,91,93,43,65,52,38
2290,Pahal Deshpande,65,89,30,33,40,32
2291,Neha Hora,31,65,43,61,98,57
2292,Faris Chaudry,88,76,37,99,35,85
2293,Rachana Nayar,57,73,37,62,34,53
2294,Chanakya Garg,80,75,72,50,54,78
2295,Jagdish Mangat,73,54,87,57,46,65
2296,Bhavya Sangha,92,39,79,92,30,71
2297,Quincy Sachar,46,76,76,41,62,90
2298,Pushti Doctor,87,86,45,48,40,56
2299,Ronith Patla,76,92,35,54,61,44
2300,Nicholas Nagar,93,94,48,84,47,36
2301,Kritika Nanda,85,55,75,39,89,73
2302,Chandani Iyer,48,41,72,96,76,59
2303,Zayan Setty,84,64,86,93,62,71
2304,Vincent Sur,44,69,89,61,39,79
2305,Ishaan Sunder,93,63,44,67,97,79
2306,Omkaar Narang,46,39,91,33,34,54
2307,Rachit Dasgupta,68,81,83,91,93,77
2308,Sneha Pai,69,60,67,49,71,98
2309,Anvi Jani,48,93,73,42,51,84
2310,Hemangini Sahota,45,33,62,79,85,57
2311,Upadhriti Mahajan,81,94,93,63,35,63
2312,Rudra Halder,46,50,55,55,41,78
2313,Lipika Atwal,35,99,38,58,55,51
2314,Advika Mutti,76,63,84,62,63,74
2315,Kala Golla,59,72,46,96,74,33
2316,Hritik Patla,32,41,65,67,42,38
2317,Girindra Sunder,40,40,39,58,99,69
2318,Yoshita Chandran,75,48,90,81,33,53
2319,Aahana Divan,61,93,46,62,94,39
2320,Devansh Pathak,33,62,47,64,98,54
2321,Pavani Amble,66,52,86,69,79,42
2322,Azad Shere,44,68,96,78,66,47
2323,Zilmil Jani,58,52,60,45,72,57
2324,Farhan Mitter,32,60,46,69,67,67
2325,Kala Venkataraman,74,45,43,47,90,96
2326,Ayush Pal,63,63,62,57,79,73
2327,Kavya Manne,77,41,65,79,46,43
2328,Jasmit Mishra,73,99,77,97,87,49
2329,Samarth Kibe,77,66,59,77,87,83
2330,Utkarsh Nayak,65,82,88,90,47,97
2331,Bhavini Bhardwaj,31,43,65,78,96,41
2332,Utkarsh Chaudhari,41,71,47,56,97,75
2333,Amrita Dhawan,70,71,53,61,46,84
2334,Aarush Bawa,42,42,92,69,68,59
2335,Qabil Tella,93,48,57,86,52,65
2336,Megha Rana,41,61,94,83,62,53
2337,Udant Chokshi,80,73,85,44,49,70
2338,Bimala Kanda,79,30,36,37,74,66
2339,Nihal Brar,41,84,78,83,81,83
2340,Atharv Misra,87,36,47,75,67,33
2341,Chakradev Misra,82,50,42,80,99,63
2342,Krishna Nagar,79,78,49,64,85,75
2343,Ikbal Vyas,98,48,96,85,44,76
2344,Gayathri Subramaniam,90,66,82,40,77,86
2345,Krish Dhaliwal,85,51,47,43,32,81
2346,Irya Deshmukh,41,37,63,47,49,30
2347,Gautami Ratta,50,77,91,85,86,85
2348,Divya Mohanty,91,87,55,45,32,64
2349,Wakeeta Bose,44,68,48,62,99,44
2350,Baghyawati Rana,70,76,91,63,87,81
2351,Bhavani Kibe,80,78,60,95,86,49
2352,Daksha Dayal,81,44,89,47,73,58
2353,Jeremiah Khanna,83,36,72,31,53,92
2354,Osha Biswas,73,86,62,37,69,97
2355,Rajata Natarajan,36,39,98,59,99,68
2356,Mason Ramachandran,43,93,62,83,45,38
2357,Watika Shah,48,87,83,91,56,65
2358,Alexander Bhardwaj,76,36,50,88,52,84
2359,Damini Dyal,43,35,64,42,60,95
2360,Warinder Swaminathan,71,53,45,81,35,79
2361,Tripti Peri,64,68,60,58,81,51
2362,Tara Goyal,69,64,31,94,38,32
2363,Tanay Sood,62,95,35,85,47,89
2364,Bhavika Ramachandran,64,74,51,98,70,45
2365,Vansha Minhas,69,87,79,80,60,67
2366,Aachal Mander,54,67,57,58,56,99
2367,Chaaya Setty,87,36,96,32,66,95
2368,Ansh Dara,38,81,68,97,42,90
2369,Finn Das,70,66,50,57,67,80
2370,Ekavir Bhavsar,85,54,41,51,81,42
2371,Fiyaz Mohan,38,59,98,76,50,72
2372,Sathvik Khatri,36,98,69,74,90,69
2373,Ojasvi Barman,63,36,57,62,73,90
2374,Krishna Das,95,66,73,90,62,46
2375,Ekaraj Upadhyay,42,72,74,40,45,72
2376,Laksh Bahl,97,42,96,75,97,33
2377,Dipta Yadav,47,64,56,59,52,91
2378,Chandran Zacharia,55,84,74,94,76,47
2379,Logan Golla,62,70,38,43,54,73
2380,Indira Sood,75,34,84,31,65,81
2381,Azad Walia,31,62,38,91,42,43
2382,Brinda Varkey,88,91,82,78,42,32
2383,Prisha Dhillon,63,98,41,47,89,47
2384,Samarth Amble,84,32,98,44,39,90
2385,Nikita Mangal,40,56,71,77,89,69
2386,Prisha Saxena,69,87,56,97,79,66
2387,Diya Behl,47,94,88,40,70,66
2388,Sara Bir,53,97,82,43,60,39
2389,Jagrati Sehgal,47,43,71,80,95,90
2390,Chaitaly Halder,48,33,88,94,88,77
2391,Jatin Pau,71,59,61,47,55,66
2392,Reyansh Bhandari,48,99,91,86,35,65
2393,Chasmum Deo,69,75,63,84,30,43
2394,Qasim Panchal,45,74,84,95,36,37
2395,Ishanvi Oza,84,66,30,61,38,39
2396,Odika De,88,73,85,75,61,37
2397,Siddharth Sachar,60,42,65,57,67,62
2398,Azaan Soman,62,62,65,97,90,94
2399,Sanaya Ramanathan,34,60,70,86,77,72
2400,Garima Karnik,78,98,31,46,47,56
2401,Tanveer Shukla,82,79,70,71,81,51
2402,Ryan Sachar,83,74,66,91,86,73
2403,Veda Kata,45,73,65,32,69,32
2404,Aarush Aurora,88,50,86,40,61,66
2405,Yug Sarin,30,65,70,67,75,76
2406,Omkaar Mutti,56,45,71,74,57,55
2407,Lavanya Patla,43,58,75,43,31,30
2408,Bachittar Dyal,87,86,88,42,83,62
2409,Ikshita Mitra,54,64,33,82,78,64
2410,Tristan Kale,68,52,86,56,40,97
2411,Naksh Balakrishnan,52,97,97,70,79,43
2412,Gavin Chandran,85,89,87,44,95,93
2413,Lipika Merchant,37,62,89,31,54,50
2414,Nidhi Jayaraman,57,56,49,66,31,32
2415,Vihaan Kohli,53,75,71,65,57,83
2416,Anirudh Lad,95,39,60,89,97,73
2417,Ira Kurian,58,40,74,30,89,90
2418,Netra Vala,71,53,92,54,98,47
2419,Indira Mann,48,52,78,90,42,82
2420,Priya Kota,89,99,91,83,78,86
2421,Zilmil Raju,95,52,68,77,80,68
2422,Gautami De,34,78,73,61,67,74
2423,Warhi Singh,91,85,88,92,39,96
2424,Max Chaudhuri,89,87,46,78,45,71
2425,Wakeeta Dugar,96,46,77,89,66,74
2426,Omkaar Sagar,56,76,81,86,54,57
2427,Faraj Munshi,57,78,57,72,47,82
2428,Anya Nagar,47,36,47,76,41,63
2429,Girindra Ravel,84,83,64,34,63,39
2430,Hardik Gokhale,61,85,93,56,60,46
2431,Vedika Cheema,47,57,70,84,95,35
2432,Damini Parsa,61,49,71,70,35,52
2433,Nisha Tak,60,35,59,83,51,73
2434,Guneet Kanda,72,37,49,99,83,32
2435,Harinakshi Kibe,36,80,94,49,86,67
2436,Eesha Shan,73,68,82,68,36,56
2437,Nicholas Ravel,97,63,56,81,45,83
2438,Krisha Naik,31,64,78,45,74,89
2439,Bachittar Solanki,71,34,45,91,37,91
2440,Ishani Dar,34,37,35,74,87,58
2441,Hemangini Patel,71,65,41,51,91,36
2442,Alka Vala,96,74,36,64,97,78
2443,Ikbal Gola,99,96,52,82,72,78
2444,Sudiksha Gola,38,39,98,91,52,34
2445,Bhavya Pradhan,88,99,72,89,99,96
2446,Nidhi Gole,33,90,63,31,44,32
2447,Indira Pandit,86,50,85,73,42,31
2448,Oliver Jani,96,77,62,64,43,92
2449,Ganga Sastry,33,65,70,68,53,86
2450,Aarush Raju,89,44,81,48,98,54
2451,Nilima Prabhu,41,97,75,52,37,84
2452,Zayan Jha,64,92,75,81,45,97
2453,Unnati Nadkarni,89,37,76,83,57,70
2454,Ranveer Rajan,41,85,60,61,80,88
2455,Logan Divan,48,69,30,46,51,36
2456,Ubika Kapoor,95,30,46,82,85,58
2457,Advika Chauhan,35,33,64,79,55,49
2458,Jackson Kota,83,94,58,63,30,70
2459,Qarin Khanna,78,87,61,43,73,77
2460,Akshay Kannan,73,98,94,34,79,37
2461,Onveer Mannan,41,78,48,41,37,41
2462,Rachana Pingle,37,70,65,40,76,53
2463,Balhaar Uppal,89,86,90,78,43,80
2464,Vanya Pant,79,58,99,40,62,38
2465,Amaira Batra,44,64,42,74,62,61
2466,Azad Chahal,83,74,93,71,70,94
2467,Dayita Nayar,53,47,37,44,56,68
2468,Falan Mann,67,82,82,66,49,92
2469,Eesha Kumar,31,95,31,68,72,94
2470,Tanvi Balasubramanian,63,33,58,72,85,87
2471,Jack Kar,63,62,71,81,61,86
2472,Bhavini Soman,47,93,56,93,65,78
2473,Andrew Deo,90,89,62,98,49,34
2474,Harini Sama,46,73,83,86,59,65
2475,Sachi Sangha,58,36,61,99,57,58
2476,Oscar Salvi,72,50,62,57,93,54
2477,Arin Naik,97,99,52,49,43,31
2478,Neha Singh,61,42,42,85,59,94
2479,Joshua Pingle,45,85,52,39,44,50
2480,Omisha Kaul,51,35,75,73,45,64
2481,Avi Borra,44,38,67,76,66,80
2482,Ekapad Pau,42,50,92,76,78,57
2483,Chaitanya Lanka,70,69,91,67,64,60
2484,Amruta Prakash,64,95,70,38,97,84
2485,Prisha Kaul,97,73,31,45,38,69
2486,Chanakya Radhakrishnan,54,96,44,75,54,96
2487,Indali Thaker,70,31,34,99,63,30
2488,Wakeeta Bora,58,67,88,44,80,93
2489,William Sagar,77,62,79,99,99,53
2490,Ayush Varty,42,34,66,64,57,91
2491,Sai Buch,87,75,72,37,97,62
2492,Ekaraj Dixit,84,89,51,73,58,33
2493,Bhavini Ganguly,64,62,65,69,71,94
2494,Tejas Prabhakar,91,47,83,73,49,38
2495,Wahab Deo,73,94,85,72,86,60
2496,Bachittar Bains,68,85,43,57,44,64
2497,Ishanvi Varty,37,47,50,58,74,92
2498,Aryan Salvi,97,30,55,46,83,36
2499,Ekaraj Dada,96,87,50,64,84,69
2500,Leena Rana,86,46,88,46,71,93
2501,Rushil Sani,77,87,58,89,63,63
2502,Lakshmi Arya,46,55,49,97,44,78
2503,Sarthak Dutta,75,77,50,64,37,68
2504,Benjamin Karnik,54,90,95,98,90,63
2505,Nitara Wadhwa,38,38,37,82,93,61
2506,Nihal Mani,46,74,69,77,92,47
2507,Gavin Roy,32,67,52,54,54,30
2508,Janya Kashyap,66,32,88,30,44,99
2509,George Mandal,38,77,89,88,82,45
2510,Daniel Narasimhan,42,56,53,74,83,66
2511,Yashodhara Chandran,30,56,53,56,95,33
2512,Rachit Dhaliwal,99,84,78,68,72,36
2513,Faraj Raja,43,75,95,42,44,86
2514,Wakeeta Kala,97,33,35,42,58,78
2515,Jalsa Agarwal,78,50,83,59,34,42
2516,Radha Gera,80,35,79,36,61,65
2517,Wyatt Rao,41,39,88,73,82,43
2518,Hemani Keer,32,60,53,97,90,96
2519,Aarini Mallick,87,31,53,35,52,67
2520,Mitesh Varghese,37,64,79,92,96,85
2521,Janaki Mishra,44,99,54,77,95,53
2522,Chanakya Chawla,77,36,58,45,93,76
2523,Maanas Bir,64,33,39,66,74,99
2524,Harish Dugal,78,96,94,88,77,73
2525,Viraj Khosla,40,32,79,47,69,87
2526,Anusha Vig,44,83,63,31,30,74
2527,Dalbir Sankar,35,57,84,50,53,32
2528,Krishna Dara,80,67,93,61,87,93
2529,Nathaniel Barad,88,74,92,36,67,97
2530,Ekiya Kapoor,77,71,95,72,59,91
2531,Balendra Rout,52,84,44,91,69,35
2532,Ayushman Nadkarni,61,63,99,67,88,75
2533,Gaurika Krishnamurthy,59,46,75,62,80,95
2534,Tarak Verma,54,49,47,59,90,84
2535,Zarna Khanna,65,70,71,50,41,31
2536,Lila Saran,65,37,98,96,54,57
2537,Girindra Dhillon,46,79,79,93,95,69
2538,Laban Shankar,30,48,99,34,92,46
2539,Indali Sinha,76,99,49,61,80,81
2540,Ekapad Gera,58,74,83,82,57,45
2541,Madhavi Gera,91,47,70,44,34,37
2542,Ekapad Dhar,86,96,79,78,62,62
2543,Diya Srivastava,41,80,35,94,67,45
2544,Jagdish Sane,98,61,48,38,79,32
2545,Abeer Sama,61,40,71,30,43,40
2546,Faraj Arora,34,74,67,35,59,30
2547,Vedika Deol,86,64,57,61,67,39
2548,Udarsh Kunda,79,63,39,82,32,51
2549,Gunbir Bhagat,58,96,52,35,85,58
2550,Libni Menon,33,43,78,99,44,62
2551,Janya Kapoor,53,50,75,90,66,33
2552,Harita Chatterjee,43,41,35,89,43,56
2553,Ishita Karnik,79,63,54,68,55,86
2554,Chanakya Bhattacharyya,75,58,34,98,47,86
2555,Rachita Dash,84,85,88,81,71,33
2556,Mitali Buch,88,56,99,68,44,63
2557,Naksh Bassi,40,93,36,92,31,41
2558,Vansha Apte,63,43,39,46,69,51
2559,Reyansh Venkatesh,96,79,66,80,39,88
2560,Yuvraj Badami,57,93,67,80,31,53
2561,Rajata Saran,41,74,48,50,82,55
2562,Ekapad Talwar,47,93,88,51,52,87
2563,Wazir Nagar,81,50,91,31,77,42
2564,Aarnav Viswanathan,83,69,56,84,38,46
2565,Gavin Sengupta,48,79,33,44,46,87
2566,Leena Nagy,58,97,59,31,70,35
2567,Baljiwan Murty,49,80,35,96,59,76
2568,Patrick Shetty,75,46,81,79,30,77
2569,Owen Dua,55,80,45,33,92,88
2570,Triya Barad,88,37,49,68,44,89
2571,Advay Subramaniam,97,40,77,41,72,71
2572,Darika Mahajan,99,50,78,70,35,67
2573,Zinal Chacko,81,88,55,38,93,46
2574,Vasatika Arora,60,63,98,57,80,94
2575,Megha Nath,99,45,90,55,81,47
2576,Yatin Raman,40,71,32,45,92,87
2577,Sanaya Chhabra,94,59,57,41,54,79
2578,Hemang Jaggi,53,66,71,42,68,71
2579,Ladli Dhingra,65,79,91,47,99,54
2580,Chaman Jaggi,51,54,52,35,84,44
2581,Mason Kashyap,39,36,63,85,80,73
2582,Inaya Bhakta,75,64,91,92,69,60
2583,Triveni Chauhan,32,61,80,75,58,60
2584,Alexander Sankar,70,99,34,67,84,56
2585,Daksh Bakshi,90,69,51,54,55,36
2586,Jack Kadakia,91,57,93,70,49,48
2587,Reva Cheema,97,37,38,60,76,76
2588,Banjeet Bakshi,65,72,51,58,63,78
2589,Hemal Narula,46,57,78,40,60,77
2590,Andrew Wali,45,99,86,62,37,63
2591,Upkaar Rana,88,39,55,99,56,30
2592,Advik Nath,86,59,31,71,31,32
2593,Wriddhish Srinivasan,49,61,68,49,53,33
2594,Harish Mohanty,40,31,52,66,42,41
2595,Nihal Parsa,56,30,94,76,33,85
2596,Shivansh Bakshi,61,83,42,70,96,71
2597,Om Sengupta,33,62,95,93,35,46
2598,Ekavir Sehgal,69,74,51,80,69,31
2599,Naksh Pal,37,76,84,49,91,77
2600,Nitara Chowdhury,33,49,64,95,70,70
2601,Krisha Sibal,89,84,80,31,46,31
2602,Michael Bhavsar,41,96,45,87,95,76
2603,Manya Borra,51,80,85,36,52,85
2604,Maya Kapoor,53,50,65,39,42,43
2605,Aahana Bir,31,88,59,64,91,84
2606,Nilima Agate,98,41,67,96,83,70
2607,Barkha Mishra,77,85,75,82,47,65
2608,Onkar Aggarwal,86,83,50,47,45,49
2609,Jack Srinivas,86,47,49,95,87,60
2610,Onveer Bhagat,68,73,35,42,42,62
2611,Chatresh Nayak,48,33,98,58,88,74
2612,Eta Lad,88,43,99,93,94,85
2613,Qasim Dalal,50,98,95,77,38,30
2614,Devansh Srinivasan,79,83,77,36,88,66
2615,Peter Deshmukh,61,72,30,34,51,55
2616,Sudiksha Shanker,38,97,73,60,41,49
2617,Rehaan Sastry,38,72,40,79,38,51
2618,Xavier Seshadri,94,39,45,96,30,84
2619,Harini Bhat,58,34,30,40,35,31
2620,Vansha Agrawal,83,66,91,54,40,48
2621,Azaan Bora,75,47,83,73,59,68
2622,Sai Kanda,50,32,94,55,68,76
2623,Ekavir Banik,66,95,67,75,97,71
2624,Abhiram Muni,86,90,36,81,74,89
2625,Jagat Doshi,85,72,81,41,89,49
2626,Turvi Tata,77,46,62,83,97,74
2627,Vinaya Anne,69,54,55,66,72,54
2628,Bishakha Suresh,80,75,60,79,58,82
2629,Upma Sankar,79,49,73,79,48,79
2630,Atharv Bumb,81,30,66,78,68,33
2631,Ubika Pillai,46,49,50,32,66,97
2632,Suhani Bail,90,97,70,95,38,35
2633,Dipta Khanna,63,58,44,60,97,51
2634,Madhavi Nadkarni,73,67,80,31,57,35
